Location,Day,Hour,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class
7,1,18,111,60.0,98.0,19.0,333.0,15.0,17.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
7,2,18,119,69.0,106.0,8.0,358.0,22.0,26.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
7,9,19,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
7,1,18,111,60.0,98.0,19.0,333.0,15.0,17.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
7,2,18,119,69.0,106.0,8.0,358.0,22.0,26.0,c_Unhealthy_for_Sensitive_Groups
7,2,18,119,69.0,106.0,8.0,358.0,22.0,26.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
5,23,2,130,319.0,201.0,54.0,76.0,13.235527147638527,169.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
5,10,12,141,72.0,108.0,39.49487308368937,101.26634757248243,13.235527147638527,63.0,c_Unhealthy_for_Sensitive_Groups
0,14,18,102,47.0,83.0,24.0,260.0,15.0,20.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
7,2,18,119,69.0,106.0,8.0,358.0,22.0,26.0,c_Unhealthy_for_Sensitive_Groups
7,1,18,111,60.0,98.0,19.0,333.0,15.0,17.0,c_Unhealthy_for_Sensitive_Groups
5,17,16,145,86.0,122.0,82.0,0.0,13.235527147638528,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
7,8,18,121,71.0,111.0,10.0,407.0,20.0,22.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
7,8,18,121,71.0,111.0,10.0,407.0,20.0,22.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
7,3,19,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
7,2,19,107,51.0,91.0,18.0,1.0,6.0,12.0,c_Unhealthy_for_Sensitive_Groups
5,10,12,141,72.0,108.0,39.49487308368937,101.2663475724824,13.235527147638527,63.0,c_Unhealthy_for_Sensitive_Groups
5,17,6,140,56.0,113.0,61.0,101.26634757248242,13.235527147638528,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
0,14,18,102,47.0,83.0,24.0,260.0,15.0,20.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
5,17,6,140,56.0,113.0,61.0,101.26634757248243,13.235527147638527,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
5,8,2,124,287.0,177.0,39.49487308368937,101.26634757248242,13.235527147638528,85.0,c_Unhealthy_for_Sensitive_Groups
7,2,18,119,69.0,106.0,8.0,358.0,22.0,26.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
5,10,12,141,72.0,108.0,39.49487308368936,101.26634757248243,13.235527147638527,63.0,c_Unhealthy_for_Sensitive_Groups
7,9,19,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups
7,9,19,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups
5,10,12,141,72.0,108.0,39.49487308368938,101.26634757248242,13.235527147638527,63.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
7,3,19,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
7,9,19,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups
5,17,16,145,86.0,122.0,82.0,0.0,13.235527147638528,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
7,9,19,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
7,3,19,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
5,17,6,140,56.0,113.0,61.0,101.26634757248242,13.235527147638528,37.85571852228435,c_Unhealthy_for_Sensitive_Groups
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
7,2,18,119,69.0,106.0,8.0,358.0,22.0,26.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
7,3,19,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
7,2,18,119,69.0,106.0,8.0,358.0,22.0,26.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
5,8,2,124,287.0,177.0,39.49487308368937,101.26634757248242,13.235527147638528,85.0,c_Unhealthy_for_Sensitive_Groups
7,3,19,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
7,2,18,119,69.0,106.0,8.0,358.0,22.0,26.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
5,10,12,141,72.0,108.0,39.49487308368937,101.26634757248243,13.235527147638527,63.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
7,10,18,105,55.0,86.0,21.0,8.0,14.0,3.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
5,15,0,143,334.0,276.0,14.0,77.0,13.235527147638527,160.0,c_Unhealthy_for_Sensitive_Groups
7,9,19,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups
5,10,12,141,72.0,108.0,39.49487308368937,101.26634757248242,13.235527147638527,63.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
0,3,18,111,54.0,111.0,39.0,319.0,7.0,29.0,c_Unhealthy_for_Sensitive_Groups
7,10,18,105,55.0,86.0,21.0,8.0,14.0,3.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
7,10,18,105,55.0,86.0,21.0,8.0,14.0,3.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
5,17,16,145,86.0,122.0,82.0,0.0,13.235527147638528,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
5,15,0,143,334.0,276.0,14.0,77.0,13.235527147638528,160.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
5,17,6,140,56.0,113.0,61.0,101.26634757248242,13.235527147638527,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
7,3,19,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
7,3,19,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
7,3,19,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
7,2,18,119,69.0,106.0,8.0,358.0,22.0,26.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
7,1,18,111,60.0,98.0,19.0,333.0,15.0,17.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
7,1,18,111,60.0,98.0,19.0,333.0,15.0,17.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
5,15,0,143,334.0,276.0,14.0,77.0,13.235527147638527,160.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
5,17,6,140,56.0,113.0,61.0,101.2663475724824,13.235527147638527,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
5,8,2,124,287.0,177.0,39.49487308368937,101.26634757248242,13.235527147638527,85.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
5,15,0,143,334.0,276.0,14.0,77.0,13.235527147638527,160.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
7,9,19,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
5,17,6,140,56.0,113.0,61.0,101.26634757248242,13.235527147638528,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
7,1,18,111,60.0,98.0,19.0,333.0,15.0,17.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
7,3,19,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
5,23,2,130,319.0,201.0,54.0,76.0,13.235527147638528,169.0,c_Unhealthy_for_Sensitive_Groups
5,8,2,124,287.0,177.0,39.49487308368937,101.26634757248242,13.235527147638527,85.0,c_Unhealthy_for_Sensitive_Groups
5,17,6,140,56.0,113.0,61.0,101.26634757248242,13.235527147638528,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
5,10,12,141,72.0,108.0,39.49487308368937,101.2663475724824,13.235527147638527,63.0,c_Unhealthy_for_Sensitive_Groups
7,3,19,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
7,8,18,121,71.0,111.0,10.0,407.0,20.0,22.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
5,17,6,140,56.0,113.0,61.0,101.26634757248242,13.235527147638528,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
0,9,18,103,44.0,80.0,28.0,286.0,14.0,29.0,c_Unhealthy_for_Sensitive_Groups
7,3,19,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
5,10,12,141,72.0,108.0,39.49487308368936,101.26634757248242,13.235527147638525,63.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
7,3,19,121,70.0,113.0,21.0,409.0,20.0,18.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
0,15,9,103,51.0,99.0,55.0,175.0,6.0,21.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
7,2,18,119,69.0,106.0,8.0,358.0,22.0,26.0,c_Unhealthy_for_Sensitive_Groups
0,8,18,106,49.0,90.0,31.0,204.0,9.0,25.0,c_Unhealthy_for_Sensitive_Groups
5,17,6,140,56.0,113.0,61.0,101.26634757248243,13.235527147638528,37.85571852228436,c_Unhealthy_for_Sensitive_Groups
5,17,6,140,56.0,113.0,61.0,101.26634757248243,13.235527147638527,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
7,9,19,134,84.0,121.0,7.0,235.0,21.0,29.0,c_Unhealthy_for_Sensitive_Groups
5,8,2,124,287.0,177.0,39.49487308368937,101.26634757248242,13.235527147638528,85.0,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
5,23,2,130,319.0,201.0,54.0,76.0,13.235527147638527,169.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
7,1,18,111,60.0,98.0,19.0,333.0,15.0,17.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
5,23,2,130,319.0,201.0,54.0,76.0,13.235527147638527,169.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
7,10,18,105,55.0,86.0,21.0,8.0,14.0,3.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
7,8,18,121,71.0,111.0,10.0,407.0,20.0,22.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
7,10,18,105,55.0,86.0,21.0,8.0,14.0,3.0,c_Unhealthy_for_Sensitive_Groups
7,10,18,105,55.0,86.0,21.0,8.0,14.0,3.0,c_Unhealthy_for_Sensitive_Groups
5,18,2,114,143.0,114.0,73.0,1.0,7.0,87.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
4,8,18,133,34.0,199.0,2.0,28.0,16.0,47.0,c_Unhealthy_for_Sensitive_Groups
4,15,14,144,37.0,150.0,2.0,18.0,9.0,33.0,c_Unhealthy_for_Sensitive_Groups
5,8,2,124,287.0,177.0,39.49487308368937,101.26634757248242,13.235527147638528,85.0,c_Unhealthy_for_Sensitive_Groups
5,17,6,140,56.0,113.0,61.0,101.26634757248242,13.235527147638527,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
1,14,9,101,33.18,48.66,68.31,0.25,3.25,0.67,c_Unhealthy_for_Sensitive_Groups
5,8,2,124,287.0,177.0,39.49487308368937,101.26634757248243,13.235527147638525,85.0,c_Unhealthy_for_Sensitive_Groups
5,14,6,138,90.0,120.0,143.0,21.0,9.0,16.0,c_Unhealthy_for_Sensitive_Groups
0,3,18,136,76.0,137.0,55.0,228.0,3.0,23.0,c_Unhealthy_for_Sensitive_Groups
1,3,10,141,47.96,68.92,65.57,0.41,2.8,2.51,c_Unhealthy_for_Sensitive_Groups
5,17,6,140,56.0,113.0,61.0,101.26634757248242,13.235527147638527,37.855718522284356,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
1,3,12,141,50.29,72.18,59.66,0.45,2.6,4.19,c_Unhealthy_for_Sensitive_Groups
2,2,19,103,53.0,84.0,13.0,2.0,3.0,5.0,c_Unhealthy_for_Sensitive_Groups
4,24,18,141,268.0,180.0,2.0,114.0,10.0,56.0,c_Unhealthy_for_Sensitive_Groups
4,6,3,104,100.0,185.0,8.0,28.0,30.0,44.0,c_Unhealthy_for_Sensitive_Groups
